 ,Area,Mean,Min,Max,X,Y,Ch,Slice,Frame
1,0,1155,1155,1155,108.000,248.667,1,1,11
2,0,770,770,770,104.000,114.333,1,1,26
3,0,907,907,907,137.333,196.667,1,1,9
4,0,1188,1188,1188,234.500,9.000,1,1,34
5,0,686,686,686,232.000,26.000,1,1,37
6,0,1374,1374,1374,31.000,344.000,1,1,30
7,0,714,714,714,316.000,19.500,1,3,39
8,0,666,666,666,214.000,193.000,1,3,31
9,0,750,750,750,144.000,34.500,1,4,14
10,0,740,740,740,131.000,8.500,1,3,29
11,0,652,652,652,52.000,313.500,1,5,15
12,0,944,944,944,132.500,24.000,1,5,25
13,0,1368,1368,1368,158.333,183.333,1,3,21
14,0,973,973,973,28.667,201.000,1,5,6
15,0,1189,1189,1189,30.000,237.000,1,6,35
16,0,845,845,845,27.000,16.667,1,8,39
17,0,688,688,688,94.333,65.667,1,12,23
18,0,1046,1046,1046,135.667,169.333,1,14,22
19,0,765,765,765,129.000,39.000,1,15,63
20,0,1259,1259,1259,354.667,6.333,1,5,47
21,0,791,791,791,452.333,10.000,1,4,37
22,0,649,649,649,396.667,1.000,1,4,16
23,0,656,656,656,439.000,171.333,1,5,36
24,0,643,643,643,447.333,70.333,1,3,7
25,0,621,621,621,370.333,21.333,1,2,9
26,0,961,961,961,428.667,40.333,1,1,62
27,0,631,631,631,394.000,125.000,1,1,11
28,0,690,690,690,273.333,5.667,1,8,29
29,0,575,575,575,338.000,128.333,1,8,37
30,0,606,606,606,440.667,146.000,1,8,9
31,0,1179,1179,1179,311.667,157.000,1,11,13
32,0,653,653,653,345.333,110.333,1,14,16
33,0,572,572,572,335.000,61.000,1,15,4
34,0,638,638,638,315.667,51.000,1,14,22
35,0,639,639,639,294.000,25.333,1,14,30
36,0,734,734,734,321.667,71.333,1,14,35
37,0,1059,1059,1059,231.500,77.000,1,14,46
38,0,656,656,656,336.667,477.000,1,1,18
39,0,1961,1961,1961,345.333,453.000,1,1,46
40,0,1092,1092,1092,403.667,264.333,1,2,20
41,0,1448,1448,1448,438.667,282.333,1,2,15
42,0,918,918,918,307.667,472.000,1,2,43
43,0,730,730,730,335.667,293.667,1,4,6
44,0,804,804,804,349.000,465.000,1,4,6
45,0,571,571,571,448.667,283.667,1,4,2
46,0,982,982,982,392.667,424.333,1,5,36
47,0,545,545,545,459.000,338.667,1,7,2
48,0,897,897,897,379.333,365.000,1,10,22
49,0,651,651,651,444.667,429.333,1,9,18
50,0,625,625,625,449.000,464.000,1,11,5
51,0,1260,1260,1260,228.500,379.500,1,11,12
52,0,803,803,803,369.333,269.667,1,13,70
53,0,1144,1144,1144,238.000,436.667,1,14,36
54,0,997,997,997,222.667,432.667,1,16,40
55,0,1157,1157,1157,343.333,445.000,1,16,35
56,0,862,862,862,154.000,481.000,1,1,27
57,0,827,827,827,144.000,447.000,1,9,26
58,0,643,643,643,202.333,428.667,1,9,25
59,0,979,979,979,212.333,455.000,1,10,13
60,0,1398,1398,1398,210.667,381.000,1,13,55
61,0,810,810,810,227.000,476.000,1,13,16
62,0,1041,1041,1041,283.500,468.000,1,14,72
63,0,595,595,595,22.500,463.500,1,15,4
